8023:1,34451,2908,483,11633,3858,79051,64978,101433,55768
8032:2200,486,12115,2428,2429,974,1923,12990,19421,18187
8036:34134,70796,23914,61706,2901,6755,7727,980,1944,11616
8054:1100,50718,61458,28632,960,13221,245,115059,486,1208
8065:13838,14890,20573,28632,49507,3105,245,71067,35877,7450
8068:78180,15424,25957,9088,11634,28632,52387,486,7721,13523
8069:2200,1690,725,3824,962,43797,61402,49015,44128,6485
8081:2200,110414,34451,1690,22308,79051,245,486,25955,117943
8090:13838,363,110292,35190,245,124,840,3107,52744,13400
8097:2200,48475,962,963,19416,50711,13522,80439,1926,18186
8103:78182,483,9088,5818,486,4848,79595,2428,1102,3864
8104:698,36158,69020,49356,96792,116832,88587,74647,19176,79627
8130:1102,6765,960,2429,13522,6759,495,5265,119131,39800
8134:1913,19626,111810,27880,5509,1682,18190,494,32505,1673
8137:29741,19288,110292,92940,28632,245,840,52744,117943,13400
8141:2200,37871,76558,1102,2428,25955,2429,490,974,19421
8144:37985,11633,483,61121,3858,28632,55768,31945,960,2429
8150:31925,14890,20573,92940,28632,49507,3105,245,124,10048
8159:8130,37871,486,3860,25955,490,974,1923,12990,22072
8161:80333,110691,82235,8357,101373,77681,50805,90332,54240,7151
8163:112749,482,111691,80561,20652,2275,30016,117943,9943,90145
8184:14108,2908,44143,13523,3842,6776,83239,2200,81519,1936
8186:13838,110292,19288,101433,245,840,962,43797,52744,720
8200:1102,14895,962,49015,44128,495,39800,3841,53591,3842
8206:2200,964,40762,5818,5819,4848,79595,24234,3864,2901
8217:61218,2908,50718,966,64978,486,117944,20564,3389,84456
8224:47351,726,105085,20564,495,1685,101665,224,17715,9111
8225:1102,965,30613,12440,4856,59559,88852,17222,3841,4833
8227:1100,2908,966,962,47389,44003,19421,1927,3841,114557
8229:2200,37871,966,960,25955,2429,490,84456,80437,119131
8245:550,15560,605,3389,94170,378,16365,225,86111,3982
8263:84579,36887,90895,39388,121279,86962,50740,95612,109235,68282
8264:2200,8,3858,5821,28700,96959,15433,13523,3867,19421
8270:1100,50718,6766,966,117944,8617,3841,39781,11621,4846
8276:2200,48475,101437,5818,23271,40764,3864,3867,88280,40749
8285:59722,2908,9088,486,9095,45448,490,13522,6759,3842
8286:1102,965,64978,19421,7725,970,3,4837,98031,43008
8287:3,73507,1208,3589,2903,20564,8617,7725,224,119651
8290:36911,35397,81339,17228,963,2900,6756,974,64989,6759
8310:116716,363,68308,34449,19626,361,96116,54118,1208,3509
8314:8535,74316,361,79667,63166,69698,58480,1121,224,67156
8325:17601,964,11633,2200,6766,962,78501,3867,2897,1927
8326:94940,110292,840,962,43797,117943,52744,2280,61402,13400
8334:17601,964,6766,966,78501,974,19421,2897,18187,39781
8336:102941,94947,75006,25756,38912,92781,8560,34645,22404,101865
8343:2200,99971,1690,1208,30855,962,43797,61402,49015,44128
8347:19907,110292,840,52744,13400,8486,101313,495,1685,3234
8352:2200,14890,20573,481,3376,35877,25966,495,39800,3842
8368:2200,50718,1100,117944,6759,495,39800,3842,9111,61716
8380:1102,11633,483,3858,28632,55768,37074,224,496,2172
8396:1102,11633,483,3858,55768,64978,3389,5265,1471,17715
8401:2200,1690,962,43797,117943,61402,49015,44128,6485,495
8406:2200,1690,726,1208,14895,962,43797,111266,61402,49015
8411:2200,11633,483,3858,55768,962,49015,44128,495,39800
8413:3,3860,6,15432,11,18,3841,49734,3848,19405
8435:58858,23893,37023,16286,104959,36121,14629,63404,79088,41414
8449:2200,8848,46847,3389,1923,12990,5111,80159,109672,4568
8450:50650,42942,95512,1510,60203,12393,29837,31648,73853,91192
8476:2200,31949,966,967,5821,15429,962,1924,969,1927
8477:2200,99971,28632,30855,103410,495,29787,27070,39800,3842
8491:2200,90907,5821,41145,962,50711,13523,33489,13526,39801
8499:550,50718,99971,483,11633,3858,486,960,55768,77635
8500:1102,107144,1930,481,962,3376,2428,2429,6756,2416
8510:2200,48475,44143,3862,11640,19416,13522,1924,1926,3842
8513:75326,108016,24508,64710,481,64978,245,3376,25966,3389
8517:50655,53875,1930,23066,1451,31128,86763,38829,118530,11164
8530:2200,2908,99971,1212,1690,64978,30855,735,3389,29787
8531:3824,110292,1212,124,245,840,366,52744,56180,13400
8534:2200,28635,2425,52387,111003,2429,38274,6756,11641,11644
8536:2200,64982,25957,50718,37871,6766,966,33499,3860,100468
8537:2200,64982,50718,965,11633,33499,100468,962,117944,2901
8552:95593,8830,72370,84298,82220,71165,109258,101572,116279,67096
8569:44186,4547,1208,16506,3864,43803,733,66040,3389,88520
8578:13136,2908,49746,99495,9706,7715,24877,960,9696,67938
8581:2200,64982,25957,966,6766,33499,100468,69828,2901,2903
8582:13838,28632,10183,103410,56056,15989,20551,719,236,22059
8600:2200,74776,6765,11633,35397,1097,77635,51917,2900,28149
8603:2200,48475,44143,5821,19416,13522,1926,3842,1951,7735
8635:3,482,9088,486,7725,493,1471,10205,4292,4846
8636:19787,110414,34451,79051,28632,1208,14895,111266,97730,121041
8637:105092,98071,84302,33541,38035,111034,18311,44766,69482,100041
8644:17601,6766,966,2904,3861,6759,7725,3841,11616,39781
8651:2200,99971,1690,64978,245,30855,962,43797,61402,49015
8660:19787,245,1208,14895,111266,57406,97730,1685,101665,1102
8670:2200,2908,965,6765,1101,47829,4855,2904,23271,12441
8681:2200,110292,1690,840,52744,45023,1920,13400,354,101313
8692:75326,108016,24508,6491,64710,481,1208,3376,25966,53145
8711:31834,85617,9017,66519,5535,122962,62793,55321,7586,47161
8717:7585,1344,1690,481,542,9597,81,394,2185,1001
8718:44427,99971,61121,31945,960,486,30855,2429,7180,12984
8719:29741,92940,28632,28166,114999,117943,84151,22801,13400,100317
8735:1100,50718,2200,14895,2428,2429,117944,974,19421,495
8736:550,483,1453,2428,3376,963,5812,2200,5794,91496
8746:3165,110292,19288,245,114656,840,52744,117822,13400,101313
8747:1102,483,486,15429,14895,962,15432,91516,49015,44128
8755:70633,12117,9065,86870,27589,16938,27582,37270,46665,23182
8760:17601,6766,3,974,19421,18187,39800,84456,39781,2193
8765:58034,92820,49985,99970,121700,42683,43800,123332,84619,115481
8768:17601,966,6766,3867,39781,11621,5794,17235,6732,2937
8771:61218,2908,1690,726,100711,735,9943,6759,2668,1180
8774:1102,99971,483,11633,3858,64978,55768,30855,3389,29787
8782:11243,45753,28937,42707,24864,51429,20374,8860,12120,224
8788:13838,110292,363,35190,840,3107,52744,13400,119,41608
8789:2200,64982,33499,3860,100468,1101,1923,19421,7725,22072
8790:21403,17227,10762,52387,21527,1451,3376,2428,963,51905
8802:29741,110292,92940,28632,840,962,43797,52744,2280,13400
8810:6,11633,483,3858,55768,960,2429,490,1920,20564
8812:70161,124,3589,3039,2903,101313,8617,358,357,49633
8822:58704,86572,73075,51708,114741,94580,121465,20549,40589,78284
8825:2200,483,486,15429,962,15432,91516,49015,20564,44128
8844:1102,14891,6766,6210,1924,100449,15442,4299,11602,453
8850:550,64982,2200,33499,1208,100468,24235,3107,3864,20806
8852:78182,64173,1451,4550,25727,49517,53145,731,41984,229
8862:1102,6766,6756,12440,11644,14336,970,39800,18186,983
8863:29741,110292,50957,92940,725,28632,7984,967,124,13838
8868:1102,1690,726,100711,6485,495,67204,3114,39800,5265
8870:2200,1690,1208,962,43797,61402,49015,44128,20564,495
8872:2200,102873,37871,2425,550,25955,30324,2429,490,50711
8877:2200,2908,1690,735,53145,1685,101665,46551,32200,2
8889:2200,966,6766,3860,77635,51917,17601,19421,22072,18187
8890:2200,17601,966,11644,14336,983,39781,11621,61716,1936
8900:2200,11633,483,3858,55768,962,49015,44128,53591,496
8906:2200,99971,481,64978,14895,3376,30855,3389,25966,29787
8912:17601,34451,2200,966,14336,11644,27070,10541,983,39781
8913:2200,3376,26436,3864,54529,1101,92586,31564,18938,27070
8915:1,2908,34451,481,79051,14895,3376,25966,3841,5260
8916:1102,15424,965,46529,7721,974,19421,18187,3841,3842
8920:550,108599,107144,1453,57873,5821,962,2903,8617,500
8924:1100,99971,50718,1690,725,960,13221,2200,115059,486
8931:13838,22308,273,486,25955,32217,1920,2416,22315,224
8935:2200,34451,79051,962,49015,20564,44128,495,39800,53591
8936:40588,109384,736,6306,89051,30838,102299,54180,9254,17156
8958:2200,11633,483,3858,55768,64978,962,49015,3389,44128
8984:9324,70340,9345,297,78059,29417,352,60889,81173,162
9000:2200,11633,483,3858,55768,64978,14895,3389,3841,1471
9001:2200,483,960,66652,2429,10183,1444,493,119131,15442
9013:17601,1930,2200,966,91991,962,11644,14336,11952,55101
9024:17601,6766,966,67948,7725,33489,39781,11621,17235,986
9079:2200,3860,7716,974,3867,22072,7725,62784,3841,24890
9085:1102,1212,726,1208,1685,101665,224,17715,225,3824
9096:60270,35190,79595,3107,550,46384,3389,5111,90175,1464
9098:28906,108599,245,57873,10752,19619,53145,224,226,17445
9106:2200,11633,483,3858,55768,962,49015,44128,495,39800
9111:19787,108016,24508,64710,481,245,1208,14895,3376,111266
9122:1100,2908,50718,726,1690,61218,735,117944,1205,1685
9128:29741,110292,92940,28632,840,52744,13400,103410,1685,101665
9135:19787,726,1690,725,273,100711,14895,111266,97730,1685
9141:19233,64982,10041,33499,1208,100468,4619,1446,1447,46855
9152:13838,14890,20573,3105,49507,1208,962,71067,43797,35877
9155:1100,2908,50718,726,486,735,117944,1205,9943,6485
9157:16526,75256,1930,4310,6223,1449,71329,55079,46542,10541
9158:63612,11034,481,68424,486,1451,64977,4314,6759,25346
9159:2200,965,3860,974,43053,22072,18186,47831,23235,10526
9160:2200,8848,1208,3107,1205,3864,1447,1923,1101,6754
9161:6,483,61121,31945,3864,7180,4856,12990,17222,80960
9171:13838,110292,92940,28632,840,117943,52744,13400,1685,101665
9173:2200,1690,483,11633,3858,55768,1208,962,43797,37074
9200:2200,68270,44143,5821,9696,1924,3842,15442,1951,24895
9224:2200,964,5819,2901,1103,9723,9722,64963,4833,7735
9225:83153,482,725,1208,30016,2903,254,2,225,26179
9233:81211,7849,4613,76913,29782,7843,9581,4721,44134,100954
9236:550,50718,483,11633,3858,1100,55768,117944,3389,109672
9237:2200,48475,101437,5818,23271,40764,3864,3867,88280,40749
9238:2200,11633,483,3858,55768,962,49015,44128,495,39800
9245:17601,2908,11952,966,76558,64977,43040,11644,14336,983
9249:2200,15424,1929,5819,7715,5820,3860,5821,13522,3867
9256:19787,110414,34451,79051,14895,962,43797,111266,61402,49015
9276:2200,44138,11633,966,6766,3860,962,2901,974,19418
9288:1102,483,486,15429,962,15432,91516,49015,44128,1924
9290:91256,101340,60226,4684,71981,75987,115026,12719,80905,669
9291:2200,1690,64978,245,1208,3389,57647,13838,1471,225
9310:2200,6765,11633,483,966,3858,55768,6759,20564,495
9312:2200,1690,245,1208,962,43797,61402,49015,44128,224
9313:2200,6766,64978,43053,2903,1923,11644,14336,983,98031
9331:109280,13134,37294,4875,17380,5545,3146,12045,12565,69121
9333:34582,4993,95159,542,245,30259,2939,6210,62433,3039
9350:6,966,28632,61458,960,13221,245,115059,1208,2429
9357:86005,986,121538,102905,20184,7585,9760,80021,83385,71068
9359:13838,110292,92940,28632,124,245,840,52744,56180,13400
9364:47351,245,1920,6485,495,3114,39800,67204,5533,5260
9368:58912,62851,80322,5821,962,19631,3718,18741,226,48701
9369:1100,50718,61121,79321,26194,31945,486,3589,117944,1205
9371:13838,99971,245,101433,30855,962,720,43797,61402,49015
9381:2200,964,483,3383,18933,5819,486,2429,2901,7178
9389:72606,7194,18077,2939,95029,63225,322,109119,39645,32076
9394:1102,64978,962,43797,61402,49015,44128,3389,57647,1685
9400:2200,2908,1690,726,483,11633,3858,35190,55768,1208
9402:119009,20558,49493,104132,87670,93346,50784,51192,1870,16616
9420:2200,11633,483,3858,55768,962,49015,44128,495,39800
9431:2200,37871,19411,1930,962,6756,48467,51908,3841,4833
9432:1100,50718,486,117944,13522,495,80437,39800,109672,3842
9433:89255,363,109750,61,301,840,23891,71022,65982,20330
9437:2200,11633,483,3858,55768,486,2428,2429,974,20564
9442:4131,124,3589,3039,2903,101313,24396,358,357,49633
9443:2200,2908,99971,1690,64978,30855,962,43797,735,61402
9451:2200,11633,483,3858,481,55768,962,3376,49015,25966
9473:2200,3589,2903,1923,12990,8617,119651,226,15686,18915
9474:91101,46367,85993,9917,74435,71368,25799,37908,110971,57156
9486:614,15360,78501,3509,28752,50707,94680,45,2469,162
9487:2200,966,960,14895,2429,11641,11644,31936,119131,84456
9489:2200,64978,90906,3389,495,39800,1471,17715,3842,3363
9494:1100,64982,50718,33499,486,100468,9095,117944,54529,1923
9498:26705,93218,102618,111477,59268,6578,41098,18838,110231,23316
9499:2200,48475,11633,5821,93057,19416,13522,44128,19418,1926
9500:1102,11633,965,3858,974,88852,970,18187,3841,3842
9507:18453,6766,64978,14336,11644,7725,39800,983,3842,98031
9514:85292,63098,36401,23317,19244,45791,9961,100373,1989,99734
9525:2200,48475,101437,5818,23271,30855,40764,3864,3867,88280
9528:1100,1929,35397,967,5819,18177,88273,2900,64989,6759
9531:89252,899,840,79458,50531,3506,92453,1744,118260,23283
9535:2200,11633,965,3858,974,3867,19421,18187,970,62784
9538:1102,2908,28632,245,1208,735,1685,101665,224,225
9541:947,10054,121835,52271,962,29477,353,26441,970,4422
9553:6,23271,94761,61700,12445,2901,970,79615,18197,983
9568:53092,481,22070,2904,1450,99974,34916,490,1446,71329
9570:101854,481,43040,11641,6759,11644,31936,80437,3367,24890
9571:16525,2908,112629,15424,9088,11637,1451,9696,7721,19889
9573:4,483,20573,12117,486,49017,2428,490,30857,1444
9576:47065,55147,77450,19949,32969,98134,1094,69519,44249,103781
9580:1100,37871,50718,486,77635,25955,51917,490,117944,29238
9590:2200,14890,726,1690,20573,28632,49507,3105,245,35877
9593:1912,14890,20573,3105,49507,245,1208,962,43797,35877
9606:550,108016,24508,64710,481,245,2634,3376,1205,90145
9612:2200,1690,245,14895,1208,962,43797,111266,61402,49015
9613:2200,1930,3860,962,6756,974,43053,22072,971,2893
9614:18420,726,483,29485,6766,5514,14314,490,2626,495
9630:2750,6766,9088,28632,12117,20564,11644,14336,3367,983
9665:2200,2908,1690,28632,1208,735,1685,101665,1102,225
9666:2200,2425,111003,1102,6756,7648,98531,3389,44967,31936
9668:550,64982,486,33499,93672,100468,2428,2429,974,1923
9680:6,61458,28632,960,13221,245,115059,1208,2429,10274
9685:59722,2908,483,11633,6765,9088,486,9095,45448,490
9693:8130,37871,481,3860,3376,25955,490,974,25966,22072
9694:17601,34451,965,72727,966,6766,13522,3867,19421,970
9696:8011,31924,89308,30792,1451,47848,28566,1566,85053,102104
9711:39875,36887,36005,1930,34035,656,86488,356,55516,88297
9722:550,50718,486,14895,117944,3389,2903,3841,61716,15984
9727:2200,6766,966,1923,2903,39781,11621,1936,17235,985
9742:17601,966,6766,11644,39781,11621,17235,999,6732,2937
9745:29741,19288,363,92940,28632,9618,35190,124,3107,2552
9752:83703,89789,34912,12119,967,481,108595,12982,30326,1451
9753:1102,6766,76558,36367,43053,11644,14336,983,1951,1936
9755:2200,64978,90906,3389,495,39800,1471,17715,3842,3363
9757:2200,26093,118986,32887,123195,2902,17221,117,27407,100722
9786:2200,99971,1690,962,30855,117943,43797,61402,49015,44128
9808:2200,964,15424,7174,44138,3383,9088,109979,51918,43040
9810:84306,12378,113403,13878,23888,100306,1205,12687,9632,20937
9812:2200,11633,483,3858,55768,64978,962,49015,3389,44128
9813:2200,64982,486,33499,100468,1923,12990,31938,493,44632
9818:10340,98952,61443,75192,34832,62360,73508,35691,84338,106553
9820:13136,82303,48475,5820,17228,77646,19416,13522,8,9699
9824:64335,12118,31397,822,486,2430,47652,246,14314,1205
9827:1102,11633,3858,960,15429,15432,1924,19421,39800,119131
9831:21129,49017,2632,101666,110722,85891,118857,226,3126,2414
9834:17601,3860,5821,44128,1924,51909,1927,40756,84456,11621
9837:550,1208,9943,3389,6485,495,1685,101665,3114,39800
9839:41984,1208,12435,2631,25727,49517,20564,729,224,225
9840:2200,48475,9706,5819,5821,3862,7721,19416,3,1924
9864:2200,1690,726,1208,90906,9943,6485,495,1685,101665
9879:13136,72726,7712,23270,19416,3867,61711,56434,72711,112615
9890:19787,2908,28632,64978,1208,14895,735,111266,3389,97730
9891:13838,110292,840,962,52744,43797,2280,61402,114,49015
9892:2200,48475,44143,19416,13522,1926,21098,3842,1951,7735
9896:550,99971,483,11633,3858,960,486,64978,55768,30855
9899:2200,1690,962,43797,61402,49015,44128,6485,495,67204
9900:2200,28632,495,39800,5260,3842,46551,2,4292,61716
9911:2200,1102,109078,6756,10541,14365,3842,4833,28686,1937
9926:2200,2908,1690,1208,962,43797,735,61402,49015,44128
9927:1,110414,34451,79051,117943,121041,225,101416,19396,2414
9929:3824,1208,962,43797,61402,49015,44128,495,1200,224
9944:116035,61834,84095,13167,99437,65121,3034,710,17176,100579
9945:26272,2430,9095,490,5268,1471,15990,14904,2413,61717
9946:550,15560,605,3389,94170,378,16365,225,86111,3982
9961:20621,2178,1712,31095,53427,63653,104813,22014,61440,19777
9984:19545,11632,41629,20369,3847,500,50749,11067,49235,60610
10030:13838,22308,486,25955,32217,1920,2416,22315,1200,2897
10040:9227,70796,2904,1451,3861,1449,3864,20374,6759,15976
10050:2200,48475,5819,44143,3,8,13522,11644,1926,3841
10051:22484,2908,11955,2429,493,40756,554,496,19886,62811
10073:2200,2908,964,37871,486,93672,2428,25955,2429,78501
10078:18013,114827,14287,72625,74520,112248,11581,10652,103680,44035
10082:2200,1690,3824,1208,962,43797,61402,49015,44128,6485
10084:104526,302,58,29721,1295,3599,70,10662,226,91352
10086:2200,11633,966,967,5821,962,27062,9696,2901,6759
10088:1913,74165,4544,18933,245,2157,1693,3867,23684,225
10090:1102,4304,52387,14895,3376,2428,963,1446,495,27070
10110:2200,483,11633,3858,55768,962,49015,44128,495,39800
10111:1102,966,960,77635,2429,51917,11641,29238,11644,495
10115:2200,72726,5821,23270,68911,13522,49759,61711,13526,40756
10117:83975,15424,9088,52387,481,486,1102,7721,6759,495
10130:1102,481,2748,1451,2428,2429,5268,974,6759,19421
10132:2200,48475,7715,11641,19416,13522,11644,1926,27070,28685
10133:2200,70796,62246,1930,46528,39253,1449,2416,495,7725
10136:37985,28632,960,2429,11641,11644,31936,119131,3367,11623
10140:17601,11952,6766,8621,12440,970,84456,39781,11621,17235
10148:2200,17601,966,3860,11641,974,11952,14336,31936,22072
10155:1100,50718,102873,483,11633,3858,960,44427,55768,14895
10156:31553,2153,6491,27059,967,10762,23695,18930,2428,3376
10194:2200,483,1690,11633,3858,245,55768,1208,962,43797
10196:2200,1690,64978,245,1208,962,43797,61402,49015,44128
10200:2200,101437,48475,5818,1930,23271,40764,3864,7721,3867
10210:78182,6766,7716,11644,14336,80437,983,7736,1936,2
10233:23913,70,30792,43661,76075,116980,21718,77813,48271,61466
10235:34134,99971,58968,1451,30855,19415,2428,3376,963,67487
10236:115685,86215,605,93471,13568,49680,22066,21524,115745,102580
10237:101854,483,11633,3858,55768,495,80437,39800,109672,3842
10249:273,9088,28362,2425,486,6210,59555,3841,224,9726
10254:2200,15424,6765,11633,6766,17601,1930,962,7721,12442
10267:13838,22308,63338,35190,486,25955,3107,32217,6483,2416
10275:2200,17228,9699,11004,30862,1927,3841,42208,3842,28684
10276:3824,19288,110292,92940,28632,5017,124,840,52744,13400
10279:2200,15424,964,966,5819,5821,7721,2901,974,19421
10302:2200,1690,1208,962,43797,61402,49015,44128,1685,101665
10303:1102,2908,119125,1930,23271,11644,22052,990,30877,986
10304:33598,9088,962,55771,15969,57881,49759,20367,6239,19885
10306:1102,726,28632,245,103410,1200,1685,101665,224,17715
10313:17601,3860,3867,19421,3841,24890,3842,11621,17235,23235
10317:2200,483,11633,3858,55768,962,49015,44128,495,39800
10335:6500,10646,98283,41662,35364,57904,103415,38861,14851,106204
10339:3824,35190,245,3107,117943,5260,500,4292,63632,508
10342:1102,11633,483,3858,55768,962,49015,44128,495,39800
10346:409,10880,9411,37983,30545,119814,31879,1196,10003,225
10359:2200,14895,962,49015,44128,495,39800,3841,53591,3842
10364:2200,2908,967,9708,52867,962,3867,6759,99496,969
10366:31925,363,110292,19288,124,13838,35190,840,3107,52744
10371:1102,28632,43053,20564,70377,84942,60061,1951,511,510
10377:550,99971,481,64978,36367,30855,3376,1102,25966,495
10378:463,18935,2153,86907,119484,48854,97626,168,8860,54800
10387:57071,53812,121572,6478,17075,11094,38621,106981,48539,7266
10388:1100,50718,64978,960,117944,119131,39800,3842,98031,7737
10392:79645,98266,31359,11096,119701,76992,22078,77069,119249,79707
10408:1100,483,967,486,3864,78180,8,27070,1089,4288
10420:1100,50718,2908,486,64978,117944,3389,20564,495,39800
10427:2200,11959,19411,41853,974,51908,27041,15442,4833,13517
10439:13838,363,110292,35190,840,3107,52744,13400,101313,1685
10445:1100,50718,6766,966,117944,974,19421,18187,39781,3842
10454:13136,1929,5819,3861,7721,70787,3842,1951,93084,15459
10471:1100,50718,726,101854,273,100711,117944,1205,12680,80437
10478:2200,2908,1212,1690,735,1683,1444,1681,13523,224
10479:66101,86093,960,71342,17231,9093,57265,5268,58963,98530
10480:1100,2908,50718,1690,1212,486,100711,735,117944,1205
10488:1102,483,11633,3858,55768,14895,962,49015,44128,495
10502:11241,35600,2155,26095,75062,28760,107602,18951,57945,93846
10513:1100,964,24235,28149,1102,6756,11641,13523,19421,11644
10523:2200,48475,5819,44143,19416,13522,1926,3841,9723,3842
10543:2200,48475,5819,23271,19416,13522,11644,1926,3841,9723
10554:46083,6463,17644,18916,24632,63662,28277,20911,29488,31788
10563:29741,110292,1690,92940,28632,840,962,43797,52744,2280
10564:2200,34451,79051,962,49015,44128,495,39800,53591,3842
10570:2200,1690,726,245,1208,962,43797,61402,49015,44128
10573:44305,38948,64998,101498,114949,17914,101083,45760,67636,71993
10580:2200,50718,965,3860,117944,974,3867,19421,22072,970
10636:1102,483,11633,3858,55768,14895,962,49015,44128,495
10655:2200,25957,69828,2901,974,1924,19421,18187,3841,3842
10691:39091,35397,966,48473,5819,85423,25955,2900,4861,71763
10693:2200,2908,1690,35190,3107,735,9943,20564,6485,495
10698:61218,50718,2908,486,960,14895,2429,117944,11641,11644
10707:36826,18210,47446,91178,22903,47210,38555,24560,46915,67102
10710:13838,117943,10183,60033,56056,224,15989,500,4292,63632
10726:103120,61,2215,1703,1760,13570,18532,96121,888,23402
10747:67720,87771,111324,32253,44770,30171,103176,56597,11530,25023
10758:2200,11633,50716,3858,3860,974,43053,22072,1951,61716
10770:17601,34451,6766,966,974,19421,18187,39781,3842,11621
10779:6053,54159,8730,53333,112342,84235,104116,63012,66906,50774
10794:2200,6766,966,962,974,19421,18187,39781,15442,3842
10801:1097,483,86093,12117,49017,486,960,2428,71342,9093
10807:2200,25957,965,5821,69828,2901,39804,13523,1924,41138
10820:1220,966,485,32217,114,9942,73512,92685,107882,47258
10842:82331,31745,67962,27600,24456,90027,37577,74525,90754,105394
10843:1102,966,967,64978,486,55076,3389,495,39800,39262
10844:2200,1930,91991,1923,3841,112613,55101,4833,47374,24245
10845:1495,3992,37869,52387,25594,38274,364,2766,110300,24109
10854:66774,93438,482,38159,45758,72432,10049,87048,111682,27874
10858:1100,50718,108599,44427,57873,117944,9111,68437,7737,6771
10871:36911,14348,15424,483,7172,23916,76558,962,490,3867
10892:7889,1451,83457,32217,6759,71332,6485,970,2655,8
10905:94115,113992,89225,104875,88485,109302,122908,68755,62181,37296
10908:1102,726,1212,3,1200,1685,101665,39262,72307,17715
10913:2200,964,22727,28149,13523,1923,19421,12990,21534,970
10920:2200,110292,1690,840,52744,19281,31925,13400,101313,116
10955:1102,36367,93672,495,970,39800,1471,31412,3842,2403
10956:2200,1690,3824,1208,962,43797,61402,49015,44128,6485
10968:1102,28156,11633,77635,962,51917,2901,974,19418,19421
10991:75326,108016,24508,25716,28632,64710,481,101433,1208,71067
10999:2200,48475,101437,5818,23271,40764,3864,3867,88280,3842
11000:4131,64978,3589,2903,3389,21129,57647,118857,119651,1471
11022:2200,1690,483,11633,3858,245,55768,1208,962,43797
11034:1102,2908,726,1208,735,10183,1200,495,1685,101665
11037:16525,15424,112629,9088,481,486,7055,7721,19889,6759
11047:2200,27056,69827,966,962,19421,3841,33484,3842,64963
11055:52854,112171,122965,11169,24937,38505,69928,73050,53628,21109
11099:1102,25957,11633,6766,966,3858,962,69828,2901,44128
11105:13838,64978,1208,962,43797,61402,49015,44128,3389,57647
11110:34134,58968,27059,23695,1451,18930,67487,77967,7725,3841
11118:71023,1077,2904,14612,1991,43864,78463,6475,377,19749
11132:2200,64982,33499,100468,11637,12115,3389,1923,12990,122795
11134:1100,50718,486,21764,1205,117944,2903,53145,15686,46551
11135:2200,50718,64978,486,117944,3389,1471,98031,1464,61716
11149:2200,1690,64978,1208,14895,962,43797,111266,61402,49015
11150:41850,44139,119127,48472,1931,50654,37867,36365,9696,13521
11193:1102,45752,10762,52387,1208,3376,2428,963,2146,6754
11211:12388,26437,18994,38583,38820,48476,71328,25351,4554,10302
11222:19544,14078,14079,10559,64978,3379,1451,13534,52391,61706
11228:83975,99971,15424,26434,9088,486,30855,7721,13523,29787
11240:115577,94438,98237,93523,99663,106191,65089,108542,23954,93618
11259:81280,34289,82250,21304,67111,85759,71397,20701,86248,22179
11264:2200,64978,960,90906,2429,3389,119131,1471,98031,61716
11273:13838,68190,245,1685,101665,5260,20118,1190,71751,57259
11278:101030,964,20111,45994,93672,244,78501,15705,1200,2626
11279:18420,103559,70373,486,39947,2626,32758,3841,25103,95016
11280:73667,11347,63001,4637,95817,64974,8995,122736,20817,55194
11287:2200,1690,245,1208,962,43797,61402,49015,44128,224
11332:85124,33019,19063,74854,6545,98337,103220,46058,9752,43198
11360:53886,57596,120330,1462,51209,90296,18759,101441,74534,46868
11363:2,482,725,1208,30016,53145,254,224,225,80159
11378:78182,4550,25727,49517,224,94940,4292,500,68437,63632
11388:4402,2202,68898,81522,5821,962,3862,25955,36911,7725
11394:2200,50716,94152,967,3860,10554,1102,3867,13523,19421
11404:1100,50718,28632,486,960,2429,117944,3389,6759,495
11414:2200,964,966,5819,3862,46539,2901,19421,3841,33484
11418:4884,481,77635,3376,51917,29238,25966,66017,109672,496
11419:2200,1690,6491,245,962,43797,61402,49015,44128,6485
11426:22001,5819,114797,13523,2200,1924,3841,1951,1937,1936
11427:2200,1930,54119,40764,3864,3867,72728,27070,27041,15442
11428:2200,50718,6766,966,117944,974,2903,3867,19421,18187
11431:62653,29196,46275,19813,12414,64187,51645,54028,85614,97900
11437:70161,124,15838,3589,112896,3039,2903,8617,358,357
11439:2200,48475,5819,44143,3864,19416,13522,1926,34461,46541
11444:2200,960,90906,2429,11641,11644,31936,119131,3367,11623
11458:2200,1102,15697,546,5819,63341,11640,490,13520,13522
11462:2200,2904,31945,3860,3861,1102,6759,19421,22072,18187
11463:1,110414,34451,79051,245,121041,225,5260,101416,19396
11484:2200,37871,17601,966,1930,25955,962,6756,11644,14336
11507:29741,87449,361,1208,71067,20564,53145,358,103410,1102
11510:2200,2908,1690,726,1212,245,1208,2429,735,224
11511:3527,542,245,108903,116222,13400,98937,5694,710,52469
11525:1102,966,486,93672,14895,2428,2429,974,20564,19421
11529:9774,58495,966,52392,8621,495,4837,1937,74156,5253
11535:2200,1690,245,1208,962,43797,61402,49015,44128,495
11537:46421,88939,22929,6607,18705,10178,866,186,17,38292
11538:2200,2908,1690,245,1208,735,1685,101665,5265,1102
11540:2200,40762,24234,72734,5810,33491,10541,2893,37887,19400
11552:2200,11633,483,3858,55768,962,49015,44128,495,39800
11554:2200,48475,64982,964,33499,100468,962,3864,28149,19416
11558:2,64982,38278,5268,2416,68909,43532,91515,31938,493
11569:13838,19288,110292,245,840,52744,13400,2552,101313,1685
